game_id,season,week,away_team,home_team,away_score,home_score,gameday,roof,surface,game,home_dvoa,away_dvoa,dvoa_diff,home_rest_days,away_rest_days
2024_14_LAC_KC,2024,14,LAC,KC,17.0,19.0,2024-12-08,outdoors,grass,LAC @ KC,0.147,0.126,0.0209999999999999,9,7
2024_14_CIN_DAL,2024,14,CIN,DAL,27.0,20.0,2024-12-09,closed,matrixturf,CIN @ DAL,-0.1159999999999999,0.07,-0.186,11,8
2024_15_LA_SF,2024,15,LA,SF,12.0,6.0,2024-12-12,outdoors,grass,LA @ SF,0.067,,,4,4
2024_15_DAL_CAR,2024,15,DAL,CAR,30.0,14.0,2024-12-15,outdoors,grass,DAL @ CAR,-0.3289999999999999,-0.1159999999999999,-0.2129999999999999,7,6
2024_15_KC_CLE,2024,15,KC,CLE,21.0,7.0,2024-12-15,outdoors,grass,KC @ CLE,-0.3989999999999999,0.147,-0.5459999999999999,7,7
2024_15_MIA_HOU,2024,15,MIA,HOU,12.0,20.0,2024-12-15,closed,astroturf,MIA @ HOU,0.053,-0.098,0.151,14,7
2024_15_NYJ_JAX,2024,15,NYJ,JAX,32.0,25.0,2024-12-15,outdoors,grass,NYJ @ JAX,-0.177,-0.114,-0.0629999999999999,7,7
2024_15_WAS_NO,2024,15,WAS,NO,20.0,19.0,2024-12-15,dome,sportturf,WAS @ NO,-0.106,0.115,-0.221,7,14
2024_15_BAL_NYG,2024,15,BAL,NYG,35.0,14.0,2024-12-15,outdoors,fieldturf,BAL @ NYG,-0.2189999999999999,0.414,-0.633,7,14
2024_15_CIN_TEN,2024,15,CIN,TEN,37.0,27.0,2024-12-15,outdoors,grass,CIN @ TEN,0.335,0.07,0.265,7,6
2024_15_NE_ARI,2024,15,NE,ARI,17.0,30.0,2024-12-15,closed,grass,NE @ ARI,0.088,-0.297,0.385,7,14
2024_15_IND_DEN,2024,15,IND,DEN,13.0,31.0,2024-12-15,outdoors,grass,IND @ DEN,0.163,-0.071,0.2339999999999999,13,14
2024_15_BUF_DET,2024,15,BUF,DET,48.0,42.0,2024-12-15,dome,fieldturf,BUF @ DET,0.348,0.2269999999999999,0.121,10,7
2024_15_TB_LAC,2024,15,TB,LAC,40.0,17.0,2024-12-15,dome,matrixturf,TB @ LAC,0.126,0.094,0.032,7,7
2024_15_PIT_PHI,2024,15,PIT,PHI,13.0,27.0,2024-12-15,outdoors,grass,PIT @ PHI,0.213,0.063,0.15,7,7
2024_15_GB_SEA,2024,15,GB,SEA,30.0,13.0,2024-12-15,outdoors,fieldturf,GB @ SEA,0.023,0.245,-0.222,7,10
2024_15_CHI_MIN,2024,15,CHI,MIN,12.0,30.0,2024-12-16,dome,sportturf,CHI @ MIN,0.161,-0.127,0.288,8,8
2024_15_ATL_LV,2024,15,ATL,LV,15.0,9.0,2024-12-16,dome,grass,ATL @ LV,-0.196,-0.073,-0.123,8,8
2024_16_DEN_LAC,2024,16,DEN,LAC,27.0,34.0,2024-12-19,dome,matrixturf,DEN @ LAC,0.126,0.163,-0.037,4,4
2024_16_HOU_KC,2024,16,HOU,KC,19.0,27.0,2024-12-21,outdoors,grass,HOU @ KC,0.147,0.053,0.094,6,6
2024_16_PIT_BAL,2024,16,PIT,BAL,17.0,34.0,2024-12-21,outdoors,grass,PIT @ BAL,0.414,0.063,0.351,6,6
2024_16_NYG_ATL,2024,16,NYG,ATL,7.0,34.0,2024-12-22,closed,fieldturf,NYG @ ATL,-0.073,-0.2189999999999999,0.1459999999999999,6,7
2024_16_ARI_CAR,2024,16,ARI,CAR,30.0,36.0,2024-12-22,outdoors,grass,ARI @ CAR,-0.3289999999999999,0.088,-0.417,7,7
2024_16_DET_CHI,2024,16,DET,CHI,34.0,17.0,2024-12-22,outdoors,grass,DET @ CHI,-0.127,0.348,-0.475,6,7
2024_16_CLE_CIN,2024,16,CLE,CIN,6.0,24.0,2024-12-22,outdoors,fieldturf,CLE @ CIN,0.07,-0.3989999999999999,0.469,7,7
2024_16_TEN_IND,2024,16,TEN,IND,30.0,38.0,2024-12-22,closed,fieldturf,TEN @ IND,-0.071,0.335,-0.406,7,7
2024_16_LA_NYJ,2024,16,LA,NYJ,19.0,9.0,2024-12-22,outdoors,fieldturf,LA @ NYJ,-0.114,,,7,10
2024_16_PHI_WAS,2024,16,PHI,WAS,33.0,36.0,2024-12-22,outdoors,grass,PHI @ WAS,0.115,0.213,-0.0979999999999999,7,7
2024_16_MIN_SEA,2024,16,MIN,SEA,27.0,24.0,2024-12-22,outdoors,fieldturf,MIN @ SEA,0.023,0.161,-0.138,7,6
2024_16_NE_BUF,2024,16,NE,BUF,21.0,24.0,2024-12-22,outdoors,a_turf,NE @ BUF,0.2269999999999999,-0.297,0.524,7,7
2024_16_JAX_LV,2024,16,JAX,LV,14.0,19.0,2024-12-22,dome,grass,JAX @ LV,-0.196,-0.177,-0.019,6,7
2024_16_SF_MIA,2024,16,SF,MIA,17.0,29.0,2024-12-22,outdoors,grass,SF @ MIA,-0.098,0.067,-0.165,7,10
2024_16_TB_DAL,2024,16,TB,DAL,24.0,26.0,2024-12-22,closed,matrixturf,TB @ DAL,-0.1159999999999999,0.094,-0.21,7,7
2024_16_NO_GB,2024,16,NO,GB,0.0,34.0,2024-12-23,outdoors,grass,NO @ GB,0.245,-0.106,0.351,8,8
2024_17_KC_PIT,2024,17,KC,PIT,29.0,10.0,2024-12-25,outdoors,grass,KC @ PIT,0.063,0.147,-0.0839999999999999,4,4
2024_17_BAL_HOU,2024,17,BAL,HOU,31.0,2.0,2024-12-25,closed,astroturf,BAL @ HOU,0.053,0.414,-0.361,4,4
2024_17_SEA_CHI,2024,17,SEA,CHI,6.0,3.0,2024-12-26,outdoors,grass,SEA @ CHI,-0.127,0.023,-0.15,4,4
2024_17_LAC_NE,2024,17,LAC,NE,40.0,7.0,2024-12-28,outdoors,fieldturf,LAC @ NE,-0.297,0.126,-0.423,6,9
2024_17_DEN_CIN,2024,17,DEN,CIN,24.0,30.0,2024-12-28,outdoors,fieldturf,DEN @ CIN,0.07,0.163,-0.093,6,9
2024_17_ARI_LA,2024,17,ARI,LA,9.0,13.0,2024-12-28,dome,matrixturf,ARI @ LA,,0.088,,6,6
2024_17_NYJ_BUF,2024,17,NYJ,BUF,14.0,40.0,2024-12-29,outdoors,a_turf,NYJ @ BUF,0.2269999999999999,-0.114,0.3409999999999999,7,7
2024_17_TEN_JAX,2024,17,TEN,JAX,13.0,20.0,2024-12-29,outdoors,grass,TEN @ JAX,-0.177,0.335,-0.512,7,7
2024_17_LV_NO,2024,17,LV,NO,25.0,10.0,2024-12-29,dome,sportturf,LV @ NO,-0.106,-0.196,0.09,6,7
2024_17_IND_NYG,2024,17,IND,NYG,33.0,45.0,2024-12-29,outdoors,fieldturf,IND @ NYG,-0.2189999999999999,-0.071,-0.1479999999999999,7,7
2024_17_DAL_PHI,2024,17,DAL,PHI,7.0,41.0,2024-12-29,outdoors,grass,DAL @ PHI,0.213,-0.1159999999999999,0.3289999999999999,7,7
2024_17_CAR_TB,2024,17,CAR,TB,14.0,48.0,2024-12-29,outdoors,grass,CAR @ TB,0.094,-0.3289999999999999,0.4229999999999999,7,7
2024_17_MIA_CLE,2024,17,MIA,CLE,20.0,3.0,2024-12-29,outdoors,grass,MIA @ CLE,-0.3989999999999999,-0.098,-0.3009999999999999,7,7
2024_17_GB_MIN,2024,17,GB,MIN,25.0,27.0,2024-12-29,dome,sportturf,GB @ MIN,0.161,0.245,-0.0839999999999999,7,6
2024_17_ATL_WAS,2024,17,ATL,WAS,24.0,30.0,2024-12-29,outdoors,grass,ATL @ WAS,0.115,-0.073,0.188,7,7
2024_17_DET_SF,2024,17,DET,SF,40.0,34.0,2024-12-30,outdoors,grass,DET @ SF,0.067,0.348,-0.2809999999999999,8,8
2024_18_CLE_BAL,2024,18,CLE,BAL,10.0,35.0,2025-01-04,outdoors,grass,CLE @ BAL,0.414,-0.3989999999999999,0.813,10,6
2024_18_CIN_PIT,2024,18,CIN,PIT,19.0,17.0,2025-01-04,outdoors,grass,CIN @ PIT,0.063,0.07,-0.007,10,7
2024_18_CAR_ATL,2024,18,CAR,ATL,44.0,38.0,2025-01-05,closed,fieldturf,CAR @ ATL,-0.073,-0.3289999999999999,0.2559999999999999,7,7
2024_18_WAS_DAL,2024,18,WAS,DAL,23.0,19.0,2025-01-05,closed,matrixturf,WAS @ DAL,-0.1159999999999999,0.115,-0.2309999999999999,7,7
2024_18_CHI_GB,2024,18,CHI,GB,24.0,22.0,2025-01-05,outdoors,grass,CHI @ GB,0.245,-0.127,0.372,7,10
2024_18_JAX_IND,2024,18,JAX,IND,23.0,26.0,2025-01-05,closed,fieldturf,JAX @ IND,-0.071,-0.177,0.106,7,7
2024_18_BUF_NE,2024,18,BUF,NE,16.0,23.0,2025-01-05,outdoors,fieldturf,BUF @ NE,-0.297,0.2269999999999999,-0.524,8,7
2024_18_NYG_PHI,2024,18,NYG,PHI,13.0,20.0,2025-01-05,outdoors,grass,NYG @ PHI,0.213,-0.2189999999999999,0.4319999999999999,7,7
2024_18_NO_TB,2024,18,NO,TB,19.0,27.0,2025-01-05,outdoors,grass,NO @ TB,0.094,-0.106,0.2,7,7
2024_18_HOU_TEN,2024,18,HOU,TEN,23.0,14.0,2025-01-05,outdoors,grass,HOU @ TEN,0.335,0.053,0.282,7,11
2024_18_SF_ARI,2024,18,SF,ARI,24.0,47.0,2025-01-05,closed,grass,SF @ ARI,0.088,0.067,0.021,8,6
2024_18_KC_DEN,2024,18,KC,DEN,0.0,38.0,2025-01-05,outdoors,grass,KC @ DEN,0.163,0.147,0.016,8,11
2024_18_SEA_LA,2024,18,SEA,LA,30.0,25.0,2025-01-05,dome,matrixturf,SEA @ LA,,0.023,,8,10
2024_18_LAC_LV,2024,18,LAC,LV,34.0,20.0,2025-01-05,dome,grass,LAC @ LV,-0.196,0.126,-0.322,7,8
2024_18_MIA_NYJ,2024,18,MIA,NYJ,20.0,32.0,2025-01-05,outdoors,fieldturf,MIA @ NYJ,-0.114,-0.098,-0.016,7,7
2024_18_MIN_DET,2024,18,MIN,DET,9.0,31.0,2025-01-05,dome,fieldturf,MIN @ DET,0.348,0.161,0.1869999999999999,6,7
2024_19_LAC_HOU,2024,19,LAC,HOU,12.0,32.0,2025-01-11,closed,astroturf,LAC @ HOU,0.053,0.126,-0.073,6,6
2024_19_PIT_BAL,2024,19,PIT,BAL,14.0,28.0,2025-01-11,outdoors,grass,PIT @ BAL,0.414,0.063,0.351,7,7
2024_19_DEN_BUF,2024,19,DEN,BUF,7.0,31.0,2025-01-12,outdoors,a_turf,DEN @ BUF,0.2269999999999999,0.163,0.0639999999999999,7,7
2024_19_GB_PHI,2024,19,GB,PHI,10.0,22.0,2025-01-12,outdoors,grass,GB @ PHI,0.213,0.245,-0.032,7,7
2024_19_WAS_TB,2024,19,WAS,TB,23.0,20.0,2025-01-12,outdoors,grass,WAS @ TB,0.094,0.115,-0.021,7,7
2024_19_MIN_LA,2024,19,MIN,LA,9.0,27.0,2025-01-13,closed,grass,MIN @ LA,,0.161,,8,8
2024_20_HOU_KC,2024,20,HOU,KC,14.0,23.0,2025-01-18,outdoors,grass,HOU @ KC,0.147,0.053,0.094,13,7
2024_20_WAS_DET,2024,20,WAS,DET,45.0,31.0,2025-01-18,dome,fieldturf,WAS @ DET,0.348,0.115,0.2329999999999999,13,6
2024_20_LA_PHI,2024,20,LA,PHI,22.0,28.0,2025-01-19,outdoors,grass,LA @ PHI,0.213,,,7,6
2024_20_BAL_BUF,2024,20,BAL,BUF,25.0,27.0,2025-01-19,outdoors,a_turf,BAL @ BUF,0.2269999999999999,0.414,-0.187,7,8
2024_21_WAS_PHI,2024,21,WAS,PHI,23.0,55.0,2025-01-26,outdoors,grass,WAS @ PHI,0.213,0.115,0.0979999999999999,7,8
2024_21_BUF_KC,2024,21,BUF,KC,29.0,32.0,2025-01-26,outdoors,grass,BUF @ KC,0.147,0.2269999999999999,-0.0799999999999999,8,7
2024_22_KC_PHI,2024,22,KC,PHI,22.0,40.0,2025-02-09,dome,sportturf,KC @ PHI,0.213,0.147,0.066,14,14
